,battery_level,captive,code,id,location
211,67,False,,ccd6fbc7-6066-45fa-b5ff-a5a382841f14,"{'latitude': 37.797019999999996, 'longitude': -122.28116666666668}"
212,89,False,,740bf9f8-477a-42ca-b751-eb768a8ae5c6,"{'latitude': 37.794895, 'longitude': -122.27777166666668}"
213,53,False,,a17c7dd5-f512-4c7a-a78b-31e001d81125,"{'latitude': 37.79487666666667, 'longitude': -122.27774}"
214,37,False,,d8479eb5-b56e-4fc5-b0ef-0a8a6a72c18c,"{'latitude': 37.793414999999996, 'longitude': -122.26962999999999}"
215,99,False,,462d1651-92e0-4ef8-b3a1-26a67341fe72,"{'latitude': 37.796928333333334, 'longitude': -122.26063500000001}"
216,60,False,,64b6b1f4-44ce-48e1-b241-0c19fdf2fcff,"{'latitude': 37.793326666666665, 'longitude': -122.26912666666666}"
217,33,False,,ef48f5c4-77a8-424a-b7e9-0e00ac4496a9,"{'latitude': 37.79869833333333, 'longitude': -122.25891166666666}"
218,80,False,,52ba750a-b694-4884-a039-ef47c0885a0d,"{'latitude': 37.80422166666666, 'longitude': -122.2854}"
219,65,False,,6172ebd6-3578-4bff-ae88-966025eac381,"{'latitude': 37.801608333333334, 'longitude': -122.28507166666668}"
220,52,False,,bed7cf0e-2139-4e67-ad43-e5407ac78564,"{'latitude': 37.79522, 'longitude': -122.27969333333334}"
221,27,False,,0817f5b6-a507-4080-8c66-2dca5d5f81d7,"{'latitude': 37.80385666666667, 'longitude': -122.28556833333332}"
222,59,False,,012659ce-8e25-4b18-b4e3-307fc348b732,"{'latitude': 37.806403333333336, 'longitude': -122.25681333333333}"
223,94,False,,30106e3b-efb1-4b16-811c-84e5ea062cc7,"{'latitude': 37.79325166666667, 'longitude': -122.26757833333335}"
224,100,False,,bab97701-866a-43d3-85aa-b78056816922,"{'latitude': 37.793234999999996, 'longitude': -122.26757833333335}"
225,32,False,,44e726a3-b04d-4d2a-a04b-384e88bdec96,"{'latitude': 37.81282, 'longitude': -122.26113833333332}"
226,25,False,,a7a27b5d-08de-4811-867d-0f6d18ea547a,"{'latitude': 37.79523166666667, 'longitude': -122.26194}"
227,43,False,,a581f445-155a-4cad-946e-ab711ef85df1,"{'latitude': 37.81360666666667, 'longitude': -122.26198500000001}"
228,54,False,,bd8a0a58-9888-4588-b115-a191569a8bc7,"{'latitude': 37.813896666666665, 'longitude': -122.26229833333333}"
229,74,False,,d790bd0b-b39a-4f78-b2ec-4342b668421f,"{'latitude': 37.81617333333334, 'longitude': -122.27017166666668}"
230,24,False,,434a3894-71db-4bd3-96fc-22373aad7a32,"{'latitude': 37.81390333333333, 'longitude': -122.26223}"
231,23,False,,2db1e0b7-de3c-448e-8a26-317afd949e13,"{'latitude': 37.806995, 'longitude': -122.28582}"
232,46,False,,bff91bb0-68fe-49bc-b754-9238176cd29c,"{'latitude': 37.79716166666666, 'longitude': -122.25907166666666}"
233,53,False,,f0c44d2a-39ab-4a28-8fad-41296342f07d,"{'latitude': 37.81559, 'longitude': -122.26563333333334}"
234,27,False,,3d9db894-afa4-4c23-97d3-19497ef50290,"{'latitude': 37.807991666666666, 'longitude': -122.25636333333333}"
235,84,False,,7bb9b580-5dc2-4144-9e74-e4a49c98cfe2,"{'latitude': 37.81377333333333, 'longitude': -122.26080333333333}"
236,18,False,,58484188-8e28-46ee-9e72-71f49db43d29,"{'latitude': 37.797493333333335, 'longitude': -122.25782833333332}"
237,65,False,,4a0ae4ad-f43f-4e77-a0a9-85cd701eb1b7,"{'latitude': 37.815619999999996, 'longitude': -122.27834333333334}"
238,81,False,,af0a8a17-4c67-40ee-af46-bda3282ccf67,"{'latitude': 37.79176333333333, 'longitude': -122.27194999999999}"
239,98,False,,42e3592f-0d40-4b27-81fd-b6066e68f3cd,"{'latitude': 37.796688333333336, 'longitude': -122.25829999999999}"
240,32,False,,910fbb1e-2637-4c70-90d6-bbab158caef3,"{'latitude': 37.812400000000004, 'longitude': -122.258575}"
241,38,False,,d3ff552b-6467-49cf-b9e6-2c14d1ec2bac,"{'latitude': 37.81041333333334, 'longitude': -122.25685833333334}"
242,68,False,,139cf119-fa7e-4f01-8088-967553b4f77f,"{'latitude': 37.81057333333333, 'longitude': -122.25688166666666}"
243,45,False,,c64eb5ea-cb7d-47cf-ad94-829463caafbd,"{'latitude': 37.810428333333334, 'longitude': -122.25656166666667}"
244,64,False,,b49274fc-e3b1-46d5-a330-c39b3846ed15,"{'latitude': 37.79548666666667, 'longitude': -122.25865166666667}"
245,92,False,,ea72f823-53e7-4558-b2be-f2e8acc02a10,"{'latitude': 37.811215, 'longitude': -122.28597333333333}"
246,72,False,,5faa8bb0-5a6d-465e-aa7f-73fa405a8362,"{'latitude': 37.81469666666667, 'longitude': -122.25985666666665}"
247,39,False,,bf8f772d-9f75-46b0-b516-05d22e07ef28,"{'latitude': 37.81279833333333, 'longitude': -122.28482000000001}"
248,89,False,,e2ace51a-8d04-4ca4-9f0b-ba33d9f4fd17,"{'latitude': 37.81728, 'longitude': -122.27752666666666}"
249,36,False,,bfe531ba-1e6f-43d0-a767-821afdf0e298,"{'latitude': 37.809738333333335, 'longitude': -122.25484499999999}"
